,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
50,2077151629,34413,10.2307/1879357,Journal,the doctrine of rent and the residual claimant theory of wages,"The Doctrine of Rent, and the Residual Claimant Theory of Wages",,1891,1891-07-01,,Oxford University Press,203860005.0,,,5.0,4.0,417,437.0,0,4,4,Quarterly Journal of Economics,,,,2016-06-24,1964868683,,1,Francis A. Walker,,16989,francis amasa walker,Francis Amasa Walker,,33,30,193,2016-06-24
51,1988020338,25055,10.2307/1883183,Journal,the riskless rate of interest and the market price of risk a correction,The Riskless Rate of Interest and the Market Price of Risk: A Correction,,1978,1978-11-01,,Oxford University Press,203860005.0,,,92.0,4.0,689,691.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2483991502,1313313744.0,1,Alan C. Hess,Securities and Exchange Commission,15709,alan c hess,Alan C. Hess,201448701.0,34,28,378,2016-08-23
52,2012236934,25721,10.2307/1885269,Journal,latin american trade policies in the 1970 s reply,Latin American Trade Policies in the 1970's: Reply,,1975,1975-08-01,,Oxford University Press,203860005.0,,,89.0,3.0,487,489.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2635252453,111088046.0,1,Daniel M. Schydlowsky,Boston Univ,20533,daniel m schydlowsky,Daniel M. Schydlowsky,111088046.0,2,2,0,2017-06-30
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,803871336,97018004.0,3,Matthew Gentzkow,Stanford University,14262,matthew gentzkow,Matthew Gentzkow,97018004.0,139,78,8307,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,803871336,1321305853.0,3,Matthew Gentzkow,National Bureau of Economic Research,14262,matthew gentzkow,Matthew Gentzkow,97018004.0,139,78,8307,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,2050484554,40347166.0,2,Jean-Pierre Dubé,The University of Chicago,14830,jeanpierre dube,Jean-Pierre Dubé,40347166.0,119,66,3666,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,2050484554,1321305853.0,2,Jean-Pierre Dubé,National Bureau of Economic Research,14830,jeanpierre dube,Jean-Pierre Dubé,40347166.0,119,66,3666,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,2126628856,27804330.0,4,Jesse M. Shapiro,Brown University,14192,jesse m shapiro,Jesse M. Shapiro,1321305853.0,151,75,8144,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,2126628856,1321305853.0,4,Jesse M. Shapiro,National Bureau of Economic Research,14192,jesse m shapiro,Jesse M. Shapiro,1321305853.0,151,75,8144,2016-06-24
53,2129734721,19332,10.1093/QJE/QJV024,Journal,do pharmacists buy bayer informed shoppers and the brand premium,Do Pharmacists Buy Bayer? Informed Shoppers and the Brand Premium*,,2015,2015-11-01,2015-07-15,Oxford University Press,203860005.0,,,130.0,4.0,1669,1726.0,65,62,190,Quarterly Journal of Economics,2129734721.0,18882.0,,2016-06-24,2148658177,40347166.0,1,Bart J. Bronnenberg,"Tilburg School of Economics and Management, CentER, and CEPR University of Chicago Booth School of Business and NBER",14881,bart j bronnenberg,Bart J. Bronnenberg,193700539.0,121,91,4117,2016-06-24
54,2130762047,19175,10.1093/QJE/QJS046,Journal,gender discrimination in job ads evidence from china,Gender Discrimination in Job Ads: Evidence from China*,,2013,2013-02-01,2012-11-18,Oxford University Press,203860005.0,,,128.0,1.0,287,336.0,39,85,236,Quarterly Journal of Economics,3122698899.0,19138.0,,2016-06-24,2156913141,154570441.0,1,Peter Kuhn,"University of California, Santa Barbara National Bureau of Economic Research Institute for the Study of Labor",14574,peter kuhn,Peter Kuhn,154570441.0,316,246,3475,2016-06-24
54,2130762047,19175,10.1093/QJE/QJS046,Journal,gender discrimination in job ads evidence from china,Gender Discrimination in Job Ads: Evidence from China*,,2013,2013-02-01,2012-11-18,Oxford University Press,203860005.0,,,128.0,1.0,287,336.0,39,85,236,Quarterly Journal of Economics,3122698899.0,19138.0,,2016-06-24,2256694962,191208505.0,2,Kailing Shen,[Xiamen University],16929,kailing shen,Kailing Shen,118347636.0,39,17,272,2016-06-24
55,1964812847,22625,10.2307/1885535,Journal,rings and mules in britain reply,Rings and Mules in Britain: Reply,,1984,1984-05-01,,Oxford University Press,203860005.0,,,99.0,2.0,393,398.0,2,13,13,Quarterly Journal of Economics,,,,2016-06-24,2083553157,136199984.0,1,William Lazonick,"Harvard University , ",14456,william lazonick,William Lazonick,133738476.0,230,192,5512,2016-06-24
56,2014771258,31209,10.2307/1885835,Journal,street railway rates with especial reference to differentiation,"Street-Railway Rates, with Especial Reference to Differentiation",,1911,1911-08-01,,Oxford University Press,203860005.0,,,25.0,4.0,623,649.0,0,4,4,Quarterly Journal of Economics,,,,2016-06-24,2313196914,1300137990.0,1,G. P. Watkins,"Public Service Commission, New York",19320,g p watkins,G. P. Watkins,1300137990.0,2,2,4,2016-06-24
57,2065735008,23926,10.2307/1882018,Journal,an econometric model of the medicare system reply,An Econometric Model of the Medicare System: Reply,,1973,1973-08-01,,Oxford University Press,203860005.0,,,87.0,3.0,490,494.0,0,3,3,Quarterly Journal of Economics,,,,2016-06-24,2084647615,136199984.0,1,Martin S. Feldstein,"Harvard University , ",12145,martin feldstein,Martin Feldstein,136199984.0,1008,633,27104,2016-06-24
58,2135326593,20913,10.2307/1883069,Journal,alternative theories of wage determination and unemployment in ldc s the labor turnover model,Alternative Theories of Wage Determination and Unemployment in LDC's: The Labor Turnover Model,,1974,1974-05-01,,Oxford University Press,203860005.0,,,88.0,2.0,194,227.0,0,405,617,Quarterly Journal of Economics,,,,2016-06-24,2585687038,32971472.0,1,Joseph E. Stiglitz,Yale University,11028,joseph e stiglitz,Joseph E. Stiglitz,78577930.0,1492,1165,116031,2017-02-10
59,2259782989,21131,10.12775/EQUIL2011.013,Journal,new performance funding models as a way of funding,New Performance Funding Models as a Way of Funding,,2011,2011-04-17,2011-06-30,Institute of Economic Research,2738413198.0,,,6.0,2.0,77,90.0,0,5,5,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,1983653560,119004910.0,2,Aneta Michalak,"Silesian University of Technology, Poland",17207,aneta michalak,Aneta Michalak,119004910.0,42,39,93,2016-06-24
59,2259782989,21131,10.12775/EQUIL2011.013,Journal,new performance funding models as a way of funding,New Performance Funding Models as a Way of Funding,,2011,2011-04-17,2011-06-30,Institute of Economic Research,2738413198.0,,,6.0,2.0,77,90.0,0,5,5,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2639134625,119004910.0,1,Marian Turek,"Silesian University of Technology, Poland",15812,m turek,Marian Turek,119004910.0,156,156,348,2017-06-30
60,2036031040,31917,10.2307/1883616,Journal,the publications of the national monetary commission,The Publications of the National Monetary Commission,,1911,1911-05-01,,Oxford University Press,203860005.0,,,25.0,3.0,563,593.0,0,4,4,Quarterly Journal of Economics,,,,2016-06-24,2625668133,2803209242.0,1,Wesley C. Mitchell,University of California,14091,wesley c mitchell,Wesley C. Mitchell,78577930.0,279,198,3725,2017-06-23
61,2054558725,34195,10.2307/1885950,Journal,a peculiar eight hour problem,A Peculiar Eight Hour Problem,,1919,1919-05-01,,Oxford University Press,203860005.0,,,33.0,3.0,555,559.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2600511688,,1,William Z. Ripley,,18848,william z ripley,William Z. Ripley,63966007.0,10,10,13,2017-04-07
61,2054558725,34195,10.2307/1885950,Journal,a peculiar eight hour problem,A Peculiar Eight Hour Problem,,1919,1919-05-01,,Oxford University Press,203860005.0,,,33.0,3.0,555,559.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2747405786,,4,J. E. Byrnes,,21226,j e byrnes,J. E. Byrnes,,1,1,0,2017-08-31
61,2054558725,34195,10.2307/1885950,Journal,a peculiar eight hour problem,A Peculiar Eight Hour Problem,,1919,1919-05-01,,Oxford University Press,203860005.0,,,33.0,3.0,555,559.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2749159358,,2,W. Z. Ripley,,21226,w z ripley,W. Z. Ripley,,1,1,0,2017-08-31
61,2054558725,34195,10.2307/1885950,Journal,a peculiar eight hour problem,A Peculiar Eight Hour Problem,,1919,1919-05-01,,Oxford University Press,203860005.0,,,33.0,3.0,555,559.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2750015593,,3,W. H. Hendron,,21226,w h hendron,W. H. Hendron,,1,1,0,2017-08-31
62,2303964521,37117,10.2307/1879615,Journal,the single tax and the impot unique,The Single Tax and the Impôt Unique,,1891,1891-04-01,,Oxford University Press,203860005.0,,,5.0,3.0,357,359.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2314167469,,1,Samuel B. Clarke,"New York, January 13, 1891",21226,samuel b clarke,Samuel B. Clarke,,1,1,0,2016-06-24
63,1997060438,29971,10.2307/1883914,Journal,standardization in marketing,Standardization in Marketing,,1917,1917-02-01,,Oxford University Press,203860005.0,,,31.0,2.0,341,344.0,0,8,8,Quarterly Journal of Economics,,,,2016-06-24,2575528060,136199984.0,1,T. N. Carver,"Harvard University , ",16964,thomas nixon carver,Thomas Nixon Carver,205783295.0,42,42,141,2017-01-26
64,2017969588,30424,10.2307/1882331,Journal,no par stock its economic and legal aspects,No—Par Stock: Its Economic and Legal Aspects,,1924,1924-05-01,,Oxford University Press,203860005.0,,,38.0,3.0,440,465.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,1969187485,78577930.0,1,James C. Bonbright,Columbia University ,18297,james c bonbright,James C. Bonbright,78577930.0,18,17,5,2016-06-24
65,2155525349,19910,10.2307/2118418,Journal,are there cultural effects on saving some cross sectional evidence,Are There Cultural Effects on Saving? Some Cross-Sectional Evidence,,1994,1994-08-01,,Oxford University Press,203860005.0,,,109.0,3.0,685,699.0,5,219,377,Quarterly Journal of Economics,,,,2016-06-24,2095952474,1317239608.0,1,Christopher D. Carroll,Board of Governors of the Federal Reserve System,13630,christopher d carroll,Christopher D. Carroll,145311948.0,176,96,10584,2016-06-24
65,2155525349,19910,10.2307/2118418,Journal,are there cultural effects on saving some cross sectional evidence,Are There Cultural Effects on Saving? Some Cross-Sectional Evidence,,1994,1994-08-01,,Oxford University Press,203860005.0,,,109.0,3.0,685,699.0,5,219,377,Quarterly Journal of Economics,,,,2016-06-24,2168734207,5388228.0,2,Byung-Kun Rhee,University of Rochester ,17452,byungkun rhee,Byung-Kun Rhee,118722661.0,4,3,343,2016-06-24
65,2155525349,19910,10.2307/2118418,Journal,are there cultural effects on saving some cross sectional evidence,Are There Cultural Effects on Saving? Some Cross-Sectional Evidence,,1994,1994-08-01,,Oxford University Press,203860005.0,,,109.0,3.0,685,699.0,5,219,377,Quarterly Journal of Economics,,,,2016-06-24,2622492673,139264467.0,3,Changyong Rhee,Seoul National Univ.#TAB#,17779,changyong rhee,Changyong Rhee,139264467.0,1,1,219,2017-06-15
66,2298026980,25107,10.12775/EQUIL.2009.005,Journal,szacowanie prawdopodobnej maksymalnej straty przy zastosowaniu teorii wartości ekstremalnych na przykladzie indeksow gieldowych,Szacowanie prawdopodobnej maksymalnej straty przy zastosowaniu teorii wartości ekstremalnych na przykładzie indeksów giełdowych,,2009,2009-03-01,2009-06-30,Institute of Economic Research,2738413198.0,,,2.0,1.0,51,59.0,6,0,0,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2016-06-24,2653789310,119233137.0,1,Marcin Fałdziński,Nicolaus Copernicus University,17613,marcin faldzinski,Marcin Fałdziński,119233137.0,29,26,97,2017-06-30
67,2082310685,21034,10.2307/1885738,Journal,multiplicity of equilibria and comparative statics,Multiplicity of Equilibria and Comparative Statics,,1985,1985-02-01,2016-04-21,Oxford University Press,203860005.0,,,100.0,1.0,119,147.0,10,77,143,Quarterly Journal of Economics,,,,2016-06-24,1780419141,16174345.0,1,Timothy J. Kehoe,"Clare College, Cambridge, England",13829,timothy j kehoe,Timothy J. Kehoe,130238516.0,269,188,6226,2016-06-24
68,2033009483,35544,10.2307/1883455,Journal,a universal law of economic variation,A Universal Law of Economic Variation,,1894,1894-04-01,,Oxford University Press,203860005.0,,,8.0,3.0,261,279.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2106711564,177605424.0,1,John Bates Clark,"Amherst College , Massachusetts",15728,john bates clark,John Bates Clark,43638361.0,55,50,1252,2016-06-24
69,2121005211,16786,10.1162/003355300554881,Journal,economics and identity,Economics and Identity,,2000,2000-08-01,,Oxford University Press,203860005.0,,,115.0,3.0,715,753.0,66,3296,7136,Quarterly Journal of Economics,,,,2016-06-24,138472041,66946132.0,2,Rachel E. Kranton,University of Maryland At College Park,14405,rachel e kranton,Rachel E. Kranton,170897317.0,57,50,8278,2016-06-24
69,2121005211,16786,10.1162/003355300554881,Journal,economics and identity,Economics and Identity,,2000,2000-08-01,,Oxford University Press,203860005.0,,,115.0,3.0,715,753.0,66,3296,7136,Quarterly Journal of Economics,,,,2016-06-24,558711637,95457486.0,1,George A. Akerlof,University of California at Berkeley and the Brookings Institution,12316,george a akerlof,George A. Akerlof,184565670.0,172,142,40658,2016-06-24
70,1486800652,19481,10.1093/QJE/QJW037,Journal,global production with export platforms,Global Production with Export Platforms,,2017,2017-02-01,2016-10-13,Oxford University Press,203860005.0,,,132.0,1.0,157,209.0,51,59,226,Quarterly Journal of Economics,1486800652.0,18923.0,,2016-06-24,196888767,40347166.0,1,Felix Tintelnot,University of Chicago and NBER†,17032,felix tintelnot,Felix Tintelnot,40347166.0,38,24,330,2016-06-24
71,2107223856,17678,10.1162/QJEC.122.2.569,Journal,relationship specificity incomplete contracts and the pattern of trade,"Relationship-Specificity, Incomplete Contracts, and the Pattern of Trade",,2007,2007-05-01,,Oxford University Press,203860005.0,,,122.0,2.0,569,600.0,70,913,1941,Quarterly Journal of Economics,2107223856.0,17668.0,,2016-06-24,2148103966,109736498.0,1,Nathan Nunn,"Department of Economics, University of British Columbia and the Canadian Institute for Advanced Research (CIAR)",14803,nathan nunn,Nathan Nunn,136199984.0,141,73,6804,2016-06-24
72,3121380054,18451,10.1093/QJE/QJX019,Journal,the deposits channel of monetary policy,The Deposits Channel of Monetary Policy,,2017,2017-11-01,2017-05-29,Oxford Academic,203860005.0,,,132.0,4.0,1819,1876.0,48,152,555,Quarterly Journal of Economics,3121380054.0,18223.0,,2021-02-01,1950831029,57206974.0,1,Itamar Drechsler,"New York University, Stern School of Business and NBER",15748,itamar drechsler,Itamar Drechsler,79576946.0,39,22,2161,2016-06-24
72,3121380054,18451,10.1093/QJE/QJX019,Journal,the deposits channel of monetary policy,The Deposits Channel of Monetary Policy,,2017,2017-11-01,2017-05-29,Oxford Academic,203860005.0,,,132.0,4.0,1819,1876.0,48,152,555,Quarterly Journal of Economics,3121380054.0,18223.0,,2021-02-01,2039069102,57206974.0,3,Philipp Schnabl,"New York University, Stern School of Business, CEPR, and NBER",14596,philipp schnabl,Philipp Schnabl,57206974.0,65,37,3439,2016-06-24
72,3121380054,18451,10.1093/QJE/QJX019,Journal,the deposits channel of monetary policy,The Deposits Channel of Monetary Policy,,2017,2017-11-01,2017-05-29,Oxford Academic,203860005.0,,,132.0,4.0,1819,1876.0,48,152,555,Quarterly Journal of Economics,3121380054.0,18223.0,,2021-02-01,2145644418,57206974.0,2,Alexi Savov,"New York University, Stern School of Business and NBER",16425,alexi savov,Alexi Savov,57206974.0,34,17,873,2016-06-24
73,1981482142,28036,10.2307/1885027,Journal,commons s institutionalism in relation to problems of social evolution and economic planning,Commons's Institutionalism in Relation to Problems of Social Evolution and Economic Planning,,1936,1936-02-01,,Oxford University Press,203860005.0,,,50.0,2.0,333,346.0,0,19,19,Quarterly Journal of Economics,,,,2016-06-24,2502399460,27837315.0,1,Morris A. Copeland,†University of Michigan,15832,morris a copeland,Morris A. Copeland,27837315.0,105,66,260,2016-08-23
74,2127008317,22407,10.2307/1883190,Journal,irving fisher on his head the consequences of constant threshold target monitoring of money holdings,Irving Fisher on his Head: The Consequences of Constant Threshold-Target Monitoring of Money Holdings,,1979,1979-05-01,,Oxford University Press,203860005.0,,,93.0,2.0,169,187.0,1,44,91,Quarterly Journal of Economics,,,,2016-06-24,558711637,909854389.0,1,George A. Akerlof,London  School of Economics,12316,george a akerlof,George A. Akerlof,184565670.0,172,142,40658,2016-06-24
75,2099629292,23241,10.2307/1883207,Journal,computer models in dynamic economics,Computer Models in Dynamic Economics,,1961,1961-02-01,,Oxford University Press,203860005.0,,,75.0,1.0,112,127.0,0,74,111,Quarterly Journal of Economics,,,,2016-06-24,2616620637,196817621.0,2,Richard M. Cyert,Carnegie Institute of Technology†,12929,richard m cyert,Richard M. Cyert,196817621.0,30,29,15380,2017-05-26
75,2099629292,23241,10.2307/1883207,Journal,computer models in dynamic economics,Computer Models in Dynamic Economics,,1961,1961-02-01,,Oxford University Press,203860005.0,,,75.0,1.0,112,127.0,0,74,111,Quarterly Journal of Economics,,,,2016-06-24,2778804874,196817621.0,1,Kalman J. Cohen,Carnegie Institute of Technology†,14780,kalman j cohen,Kalman J. Cohen,196817621.0,17,16,2751,2018-01-05
76,2108419099,18384,10.2307/2118421,Journal,north south trade and the environment,North-South Trade and the Environment,,1994,1994-08-01,1994-01-01,Oxford University Press,203860005.0,,,109.0,3.0,755,787.0,12,999,2011,Quarterly Journal of Economics,,,,2016-06-24,2107630282,141945490.0,2,M. Scott Taylor,", University of British Columbia",14313,m scott taylor,M. Scott Taylor,168635309.0,114,70,8785,2016-06-24
76,2108419099,18384,10.2307/2118421,Journal,north south trade and the environment,North-South Trade and the Environment,,1994,1994-08-01,1994-01-01,Oxford University Press,203860005.0,,,109.0,3.0,755,787.0,12,999,2011,Quarterly Journal of Economics,,,,2016-06-24,2127437946,141945490.0,1,Brian R. Copeland,", University of British Columbia",14534,brian r copeland,Brian R. Copeland,141945490.0,74,52,7052,2016-06-24
77,1970904186,25239,10.2307/1880498,Journal,economics of information and job search reply,Economics of Information and Job Search: Reply,,1972,1972-02-01,,Oxford University Press,203860005.0,,,86.0,1.0,132,134.0,2,0,0,Quarterly Journal of Economics,,,,2016-06-24,2136523743,161318765.0,1,John J. McCall,University of California-Los Angeles,14927,john j mccall,John J. McCall,161318765.0,48,46,1650,2016-06-24
78,2277938245,30136,10.2307/1885817,Repository,chapters on machinery and labor iii machinery and the displacement of skill,Chapters on Machinery and Labor: III. Machinery and the Displacement of Skill,,1925,1925-11-01,,Oxford University Press,203860005.0,,,40.0,1.0,111,133.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2107518048,145311948.0,1,George E. Barnett,The Johns hopkins University,18215,george e barnett,George E. Barnett,145311948.0,14,14,41,2016-06-24
79,1973719096,33587,10.2307/1882310,Journal,elementary economics in schools and colleges,Elementary Economics in Schools and Colleges,,1897,1897-10-01,,Oxford University Press,203860005.0,,,12.0,1.0,73,75.0,0,1,1,Quarterly Journal of Economics,,,,2016-06-24,2677569745,,1,Frederick R. Clow,,19781,frederick r clow,Frederick R. Clow,88796386.0,3,3,12,2017-06-30
80,2323847952,26381,10.2307/1884407,Journal,real effects of foreign surplus disposal in underdeveloped economies further comment,[Real Effects of Foreign Surplus Disposal in Underdeveloped Economies]: Further Comment,,1963,1963-05-01,,,203860005.0,,,77.0,2.0,323,,0,6,6,Quarterly Journal of Economics,,,,2016-06-24,3215129525,,1,Walter P. Falcon,,19806,walter p falcon,Walter P. Falcon,,2,2,6,2021-12-06
81,431879621,28634,,Journal,日本におけるマス コミュニケーション研究 清水 南 日高の所説を中心に,日本におけるマス・コミュニケーション研究--清水・南・日高の所説を中心に,,1973,1973-09-01,,関東学院大学経済学会,203860005.0,,,,97.0,14,26.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2728618756,,1,正樹 滝沢,,20533,正樹 滝沢,正樹 滝沢,,2,2,0,2017-07-14
82,1988021351,27377,10.2307/1883317,Journal,wages and profits in the paper industry 1929 1939,"Wages and Profits in the Paper Industry, 1929–1939",,1944,1944-02-01,,Oxford University Press,203860005.0,,,58.0,2.0,196,228.0,0,2,2,Quarterly Journal of Economics,,,,2016-06-24,2127591240,63966007.0,1,W. Rupert Maclaurin,Massachusetts Institute Of Technology#TAB#,16724,w rupert maclaurin,W. Rupert Maclaurin,63966007.0,8,8,125,2016-06-24
83,2330521650,28921,10.2307/1881937,Journal,the incidence of an income tax on saving,The Incidence of an Income Tax on Saving,,1942,1942-02-01,,Oxford University Press,203860005.0,,,56.0,2.0,337,341.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2751820729,86519309.0,1,Abram Bergson,(University of Texas),21226,abram bergson,Abram Bergson,86519309.0,1,1,0,2017-09-15
84,2019742586,26735,10.2307/1883294,Journal,in defense of monopoly,In Defense of Monopoly,,1945,1945-08-01,,Oxford University Press,203860005.0,,,59.0,4.0,524,542.0,0,4,4,Quarterly Journal of Economics,,,,2016-06-24,2154904910,173911158.0,1,K. E. Boulding,"Iowa State College , ",13521,kenneth e boulding,Kenneth E. Boulding,188538660.0,284,276,8700,2016-06-24
85,2159935017,20130,10.2307/2118390,Journal,why does aggregate insider trading predict future stock returns,Why Does Aggregate Insider Trading Predict Future Stock Returns,,1992,1992-11-01,,Oxford University Press,203860005.0,,,107.0,4.0,1303,1331.0,0,280,421,Quarterly Journal of Economics,,,,2016-06-24,1687461548,27837315.0,1,H. Nejat Seyhun,†University of Michigan,15161,h nejat seyhun,H. Nejat Seyhun,27837315.0,62,52,3014,2016-06-24
86,3088844840,20077,10.24136/EQ.2020.023,Journal,the attitudes of entrepreneurs of the small and medium sized enterprises sector in poland to key business risks,The attitudes of entrepreneurs of the small and medium-sized enterprises sector in Poland to key business risks,,2020,2020-09-07,,Institute of Economic Research,2738413198.0,,,15.0,3.0,511,536.0,40,9,9,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2020-10-01,587809412,111664937.0,2,Anna Ostrowska-Dankiewicz,Rzeszow Univ. of Technol.,17601,anna ostrowskadankiewicz,Anna Ostrowska-Dankiewicz,111664937.0,32,31,48,2016-06-24
86,3088844840,20077,10.24136/EQ.2020.023,Journal,the attitudes of entrepreneurs of the small and medium sized enterprises sector in poland to key business risks,The attitudes of entrepreneurs of the small and medium-sized enterprises sector in Poland to key business risks,,2020,2020-09-07,,Institute of Economic Research,2738413198.0,,,15.0,3.0,511,536.0,40,9,9,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2020-10-01,667283066,111664937.0,1,Robert Dankiewicz,Rzeszow Univ. of Technol.,17550,robert dankiewicz,Robert Dankiewicz,111664937.0,34,34,54,2016-06-24
86,3088844840,20077,10.24136/EQ.2020.023,Journal,the attitudes of entrepreneurs of the small and medium sized enterprises sector in poland to key business risks,The attitudes of entrepreneurs of the small and medium-sized enterprises sector in Poland to key business risks,,2020,2020-09-07,,Institute of Economic Research,2738413198.0,,,15.0,3.0,511,536.0,40,9,9,Equilibrium. Quarterly Journal of Economics and Economic Policy,,,,2020-10-01,2142104082,59944920.0,3,Cagri Bulut,Yasar University in Izmir,17114,cagri bulut,Cagri Bulut,59944920.0,32,30,505,2016-06-24
87,1966671954,25041,10.2307/1882913,Journal,refutation of the nonswitching theorem,Refutation of the Nonswitching Theorem,,1966,1966-11-01,,Oxford University Press,203860005.0,,,80.0,4.0,520,525.0,0,24,24,Quarterly Journal of Economics,,,,2016-06-24,2796027781,98285908.0,1,Michio Morishima,Osaka -University,14867,michio morishima,Michio Morishima,909854389.0,122,103,1850,2018-04-13
88,2058165566,28265,10.1093/QJE/54.4_PART_1.673,Journal,the incidence of sales taxes the shifting of sales taxes,The Incidence of Sales Taxes: The Shifting of Sales Taxes,,1940,1940-08-01,,Oxford University Press,203860005.0,,,54.0,,673,678.0,0,0,0,Quarterly Journal of Economics,,,,2016-06-24,2576264324,97018004.0,1,Roy W. Jastram,Stanford University (),19321,roy w jastram,Roy W. Jastram,97018004.0,3,3,4,2017-01-26
89,1542839454,22140,10.2307/2937906,Journal,segregated schools and the mobility hypothesis a model of local government discrimination,Segregated Schools and the Mobility Hypothesis: A Model of Local Government Discrimination,,1991,1991-02-01,1990-10-01,Oxford University Press,203860005.0,,,106.0,1.0,61,73.0,3,25,25,Quarterly Journal of Economics,1542839454.0,21892.0,,2016-06-24,277746787,1321305853.0,1,Robert A. Margo,Vanderbilt University and National Bureau of Economic Research,14254,robert a margo,Robert A. Margo,111088046.0,315,187,4420,2016-06-24
90,2111147781,19188,10.1162/QJEC.2006.121.2.399,Journal,mandated disclosure stock returns and the 1964 securities acts amendments,"Mandated Disclosure, Stock Returns, and the 1964 Securities Acts Amendments",,2006,2006-05-01,2005-08-19,Oxford University Press,203860005.0,,,121.0,2.0,399,460.0,34,205,362,Quarterly Journal of Economics,2111147781.0,19159.0,,2016-06-24,1746618,1321305853.0,3,Annette Vissing-Jorgensen,"Kellogg School of Management, Northwestern University, and National Bureau of Economic Research",14406,annette vissingjorgensen,Annette Vissing-Jorgensen,95457486.0,73,42,6338,2016-06-24
90,2111147781,19188,10.1162/QJEC.2006.121.2.399,Journal,mandated disclosure stock returns and the 1964 securities acts amendments,"Mandated Disclosure, Stock Returns, and the 1964 Securities Acts Amendments",,2006,2006-05-01,2005-08-19,Oxford University Press,203860005.0,,,121.0,2.0,399,460.0,34,205,362,Quarterly Journal of Economics,2111147781.0,19159.0,,2016-06-24,2138961361,1321305853.0,1,Michael Greenstone,"Department of Economics, Massachusetts Institute of Technology, and National Bureau of Economic Research",13779,michael greenstone,Michael Greenstone,40347166.0,247,157,13379,2016-06-24
