Ruben Enikolopov,Editorial Board,Universitat Pompeu Fabra and New Economic School,2018,2023
Jeanne Hagenbach,Editorial Board,Sciences Po,2018,2023
Xavier D’Haultfoeuille,Editorial Board,CREST,2018,2023
Nagore Iriberri,Editorial Board,University of the Basque Country, EHU-UPV,2018,2021
Toru Kitagawa,Editorial Board,University College London,2018,2023
Monica Martinez-Bravo,Editorial Board,CEMFI,2018,2021
Filip Matejka,Editorial Board,CERGE-EI,2018,2023
Andreas Moxnes,Editorial Board,University of Oslo,2018,2023
Martin Oehmke,Editorial Board,London School of Economics,2018,2023
Maria Petrova,Editorial Board,IPEG Barcelona,2018,2021
Edouard Schaal,Editorial Board,CREI, Universitat Pompeu Fabra,2018,2023
Florian Scheuer,Editorial Board,University of Zurich,2018,2023
Michele Tertilt,Editorial Board,University of Mannheim,2018,2019
Takuro Yamashita,Editorial Board,University of Toulouse,2018,2020
Andrea Galeotti,Managing Editors,London Business School,2019,2021
Ann Law,Journal Manager,London School of Economics,2019,2023
Francesca Molinari,Foreign Editors,Cornell University,2019,2019
Francisco Buera,Foreign Editors,Washington University in St. Louis,2019,2020
Andres Santos,Foreign Editors,University of California, Los Angeles,2019,2021
Jon Steinsson,Foreign Editors,University of California, Berkeley,2019,2022
Marina Halac,Foreign Editors,Yale University,2019,2021
Alexander Wolitzky,Foreign Editors,MIT,2019,2023
Thomas Chaney,Editorial Board,Sciences Po,2019,2019
Francesco Decarolis,Editorial Board,Bocconi University,2019,2023
Swati Dhingra,Editorial Board,London School of Economics,2019,2023
Peter Kondor,Editorial Board,London School of Economics,2019,2020
Kalina Manova,Editorial Board,University College London,2019,2023
Eduardo Perez-Richet,Editorial Board,Sciences Po,2019,2023
Christoph Rothe,Editorial Board,University of Mannheim,2019,2023
Johannes Spinnewijn,Editorial Board,London School of Economics,2019,2023
Vincent Sterk,Editorial Board,University College London,2019,2023
Fabian Waldinger,Editorial Board,University of Munich,2019,2021
Mirko Wiederholt,Editorial Board,Sciences Po,2019,2021
Noam Yuchtman,Editorial Board,London School of Economics,2019,2022
Thomas Chaney,Managing Editors,Sciences Po,2020,2021
Kurt Mitman,Managing Editors,IIES, Stockholm University,2020,2021
Francesca Molinari,Managing Editors,Cornell University,2020,2021
Mar Reguant,Foreign Editors,Northwestern University,2020,2021
Joshua Schwartzstein,Foreign Editors,Harvard Business School,2020,2023
Melissa Dell,Foreign Editors,Harvard Universit,2020,2020
Timo Boppart,Editorial Board,IIES, Stockholm University,2020,2023
Christian Hellwig,Editorial Board,University of Toulouse,2020,2020
Xavier Jaravel,Editorial Board,London School of Economics,2020,2023
Terri Kneeland,Editorial Board,University College London,2020,2023
Attila Lindner,Editorial Board,University College London,2020,2023
Joan Llull,Editorial Board,Universitat Autònoma de Barcelona,2020,2023
Benjamin Moll,Editorial Board,London School of Economics,2020,2023
Antonio Penta,Editorial Board,Universitat Pompeu Fabra,2020,2023
Martin Weidner,Editorial Board,University College London,2020,2021
David Yanagizawa-Drott,Editorial Board,University of Zurich,2020,2023
Anna Mikusheva,Foreign Editors,MIT,2021,2023
Myrto Kalouptsidi,Foreign Editors,Harvard University,2021,2021,2023,2023
Fuhito Kojima,Foreign Editors,University of Tokyo,2021,2023
Nicola Fuchs-Schündeln (Chair),Editorial Board,Goethe University Frankfurt,2021,2021
Johannes Abeler,Editorial Board,University of Oxford,2021,2023
Abi Adams-Prassl,Editorial Board,University of Oxford,2021,2023
Pedro Bordalo,Editorial Board,Saïd Business School, University of Oxford,2021,2021
Gharad Bryan,Editorial Board,London School of Economics,2021,2023
Konrad Burchardi,Editorial Board,IIES, Stockholm University,2021,2023
Michael Callen,Editorial Board,London School of Economics,2021,2023
Davide Cantoni,Editorial Board,Ludwig-Maximilians-Universität München,2021,2023
Matthew Elliott,Editorial Board,University of Cambridge,2021,2023
Luca Fornaro,Editorial Board,CREI, Universitat Pompeu Fabra,2021,2023
Joachim Freyberger,Editorial Board,University of Bonn,2021,2023
Daniel Garrett,Editorial Board,Toulouse School of Economics,2021,2023
Christian Hellwig,Editorial Board,Toulouse School of Economics,2021,2021
Nir Jaimovich,Editorial Board,University of Zurich,2021,2021
Stephan Lauermann,Editorial Board,University of Bonn,2021,2021,2023,2023
Thomas Le Barbanchon,Editorial Board,Bocconi University,2021,2023
Victoria Vanasco,Editorial Board,CREI,2021,2023
Takuro Yamashita,Editorial Board,Toulouse School of Economics,2021,2021
Shengxing Zhang,Editorial Board,London School of Economics,2021,2023
Chairman,Editorial Committee,,2022,2023
Nicola Fuchs-Schündeln,Editorial Committee,Goethe University Frankfurt,2022,2023
Thomas Chaney,Joint Managing Editors,Sciences Po,2022,2022
Andrea Galeotti,Joint Managing Editors,London Business School,2022,2023
Bård Harstad,Joint Managing Editors,University of Oslo,2022,2023
Nir Jaim Ovich,Joint Managing Editors,University of Zurich,2022,2022
Katrine Loken,Joint Managing Editors,Norwegian School of Economics,2022,2023
Kurt Mitm An,Joint Managing Editors,IIES, Stockholm University,2022,2022
Francesca Molinari,Joint Managing Editors,Cornell University,2022,2022
Miklos Koren,Data Editor,Central European University,2022,2023
Gregory Thwaites,Secretary And Business Manager,Nottingham University,2022,2023
Board Of Directors,Secretary And Business Manager,,2022,2023
Mike Elsby,Secretary And Business Manager,University of Edinburgh,2022,2023
Maria Petrova,Secretary And Business Manager,IPEG Barcelona,2022,2023
Monica Martinez-Bravo,Secretary And Business Manager,CEMFI,2022,2023
Michèle Tertilt,Secretary And Business Manager,University of Mannheim,2022,2023
Áureo De Paula,Secretary And Business Manager,University College London,2022,2023
Fabian Waldinger,Secretary And Business Manager,University of Munich,2022,2023
Emily Breza,Foreign Editors,Harvard University,2022,2023
Myrto Kaloup Tsidi,Foreign Editors,Harvard University,2022,2022
Mikkel Plagborg-Moller,Foreign Editors,Princeton University,2022,2023
Teodora Boneva,Editorial Board,University of Bonn,2022,2023
Jan De Loecker,Editorial Board,KU Leuven,2022,2023
Step Han Lauerm Ann,Editorial Board,University of Bonn,2022,2022
Pia Pinger,Editorial Board,University of Cologne,2022,2023
Mar Reguant,Editorial Board,Northwestern University,2022,2023
Federica Romei,Editorial Board,University of Oxford,2022,2023
Martin Weidner,Editorial Board,University of Oxford,2022,2023
Takuro Yam Ashita,Editorial Board,Toulouse School of Economics,2022,2022
Florian Zimmerman,Editorial Board,briq and University of Bonn,2022,2023
Thomas Chaney,Joint Managing Editors,University of Southern California and Sciences Po,2023,2023
Nir Jaimovich,Joint Managing Editors,University of California, San Diego,2023,2023
Kurt Mitman,Joint Managing Editors,IIES, Stockholm University,2023,2023
Francesca Molinar I,Joint Managing Editors,Cornell University,2023,2023
Elias Papaioannou,Joint Managing Editors,London Business School,2023,2023
Noam Yuchtman,Joint Managing Editors,London School of Economics,2023,2023
Matteo Maggiori,Foreign Editors,Stanford Graduate School of Business,2023,2023
Juliane Begenau,Foreign Editors,Stanford Graduate School of Business,2023,2023
Gabriel Chodorow-Reich,Foreign Editors,Harvard University,2023,2023
Joseph Vavra,Foreign Editors,University of Chicago, Booth School of Business,2023,2023
Takuro Yamashita,Foreign Editors,Osaka University,2023,2023
