Unnamed: 0,PaperId,PaperTitle,Year,Date,OnlineDate,JournalId,OriginalVenue,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,CreateDate,Gender,GenderProbability
59,2138587560,a note on commodity taxation the choice of variable and the slutsky hessian and antonelli matrices sham,1986,1986-04-01,,88935262,The Review of Economic Studies,2016-06-24,2158917522,909854389.0,1,Nicholas Stern,London  School of Economics,12941,nicholas stern,Nicholas Stern,909854389.0,388,344,2016-06-24,male,1.0
60,2064310955,elasticities of demand for tea and price fixing policy,1939,1939-06-01,,88935262,The Review of Economic Studies,2016-06-24,2716497795,,1,E. J. Broster,,20815,e j broster,E. J. Broster,,1,1,2017-06-30,None,0.0
61,2021335424,testing linear and log linear regressions for functional form,1981,1981-07-01,,88935262,The Review of Economic Studies,2016-06-24,3121185945,43439940.0,2,M. R. Wickens,University of Southampton *,16659,m r wickens,M. R. Wickens,43439940.0,2,2,2021-02-01,male,1.0
61,2021335424,testing linear and log linear regressions for functional form,1981,1981-07-01,,88935262,The Review of Economic Studies,2016-06-24,3125152153,52099693.0,1,L. G. Godfrey,University of York,17582,l g godfrey,L. G. Godfrey,52099693.0,1,1,2021-02-01,None,0.0
62,2333249371,on the stability of the golden rule path in the hayekian production process case,1968,1968-07-01,,88935262,The Review of Economic Studies,2016-06-24,2096465152,69740276.0,1,K. Inada,Tokyo Metropolitan University and Stanford University,17578,kenichi inada,Ken-ichi Inada,69740276.0,9,9,2016-06-24,male,1.0
63,1967101123,on income distribution incentive effects and optimal income taxation,1976,1976-06-01,,88935262,The Review of Economic Studies,2016-06-24,1985088989,135310074.0,1,Efraim Sadka,Tel-Aviv University and the University of Wisconsin,14371,efraim sadka,Efraim Sadka,16391192.0,283,212,2016-06-24,male,1.0
64,2016615041,buffer stocks and reaction coefficients an experiment with decision making under risk,1969,1969-10-01,,88935262,The Review of Economic Studies,2016-06-24,2114703269,219193219.0,1,John A. Carlson,PURDUE UNIVERSITY.,15208,john a carlson,John A. Carlson,219193219.0,70,60,2016-06-24,male,1.0
64,2016615041,buffer stocks and reaction coefficients an experiment with decision making under risk,1969,1969-10-01,,88935262,The Review of Economic Studies,2016-06-24,2286591525,219193219.0,2,Terrence B. O'Keefe,PURDUE UNIVERSITY.,19723,terrence b okeefe,Terrence B. O'Keefe,219193219.0,1,1,2016-06-24,male,1.0
65,1982838327,rawls maximin criterion and time consistency further results,1985,1985-07-01,,88935262,The Review of Economic Studies,2016-06-24,1908383908,135140700.0,1,Wolfgang Leininger,University of Bonn >  >  >  >,15585,wolfgang leininger,Wolfgang Leininger,1340728805.0,93,60,2016-06-24,male,1.0
66,2033275507,on the definition and measurement of instability and the costs of buffering export fluctuations,1979,1979-01-01,,88935262,The Review of Economic Studies,2016-06-24,2647783913,110002522.0,1,A. H. Gelb,University of Essex and Queen's University,18784,alan h gelb,Alan H. Gelb,110002522.0,3,3,2017-06-30,None,0.0
67,2247408821,health risky behaviour and the value of medical innovation for infectious disease,2016,2016-10-01,2015-10-29,88935262,The Review of Economic Studies,2016-06-24,2250411786,145311948.0,3,Nicholas W. Papageorge,"Department of Economics, John Hopkins University",16628,nicholas w papageorge,Nicholas W. Papageorge,145311948.0,64,31,2016-06-24,male,1.0
67,2247408821,health risky behaviour and the value of medical innovation for infectious disease,2016,2016-10-01,2015-10-29,88935262,The Review of Economic Studies,2016-06-24,2251504322,204465549.0,1,Tat Y. Chan,"Olin Business School, Washington University, St. Louis#TAB#",16341,tat y chan,Tat Y. Chan,204465549.0,67,54,2016-06-24,female,0.56
67,2247408821,health risky behaviour and the value of medical innovation for infectious disease,2016,2016-10-01,2015-10-29,88935262,The Review of Economic Studies,2016-06-24,2305839050,204465549.0,2,Barton H. Hamilton,"Olin Business School, Washington University, St. Louis#TAB#",14711,barton h hamilton,Barton H. Hamilton,204465549.0,89,77,2016-06-24,male,1.0
68,3080116135,self enforcing agreements and forward induction reasoning,2021,2021-03-22,2020-08-25,88935262,The Review of Economic Studies,2020-09-01,2921672578,118501908.0,1,Emiliano Catonini,"National Research University Higher School of Economics, Moscow International College of Economics and Finance",18499,emiliano catonini,Emiliano Catonini,118501908.0,14,10,2019-03-22,male,1.0
69,2014379114,social decision functions and strongly decisive sets,1981,1981-04-01,,88935262,The Review of Economic Studies,2016-06-24,332988674,162514690.0,1,Edward W. Packel,Lake Forest College.,15661,edward w packel,Edward W. Packel,162514690.0,51,45,2016-06-24,male,1.0
70,2023609659,goods prices and availability in cities,2015,2015-01-01,2014-09-18,88935262,The Review of Economic Studies,2016-06-24,2250742331,78577930.0,2,David E Weinstein,Columbia University & NBER.,13787,david e weinstein,David E. Weinstein,78577930.0,201,117,2016-06-24,male,1.0
70,2023609659,goods prices and availability in cities,2015,2015-01-01,2014-09-18,88935262,The Review of Economic Studies,2016-06-24,2305360024,79576946.0,1,Jessie Handbury,University of Pennsylvania and NBER,16908,jessie handbury,Jessie Handbury,79576946.0,37,20,2016-06-24,female,0.81
71,2145411167,optimal bandwidth choice for the regression discontinuity estimator,2010,2010-03-04,2010-03-04,88935262,The Review of Economic Studies,2016-06-24,710644181,136199984.0,1,Guido Imbens,"Harvard University , ",12571,guido w imbens,Guido W. Imbens,97018004.0,417,242,2016-06-24,male,1.0
71,2145411167,optimal bandwidth choice for the regression discontinuity estimator,2010,2010-03-04,2010-03-04,88935262,The Review of Economic Studies,2016-06-24,2022713482,45129253.0,2,Karthik Kalyanaraman,University College London†,16472,karthik kalyanaraman,Karthik Kalyanaraman,45129253.0,5,2,2016-06-24,male,1.0
72,2145759776,intertemporal distortions in the second best,2012,2012-10-01,2012-02-22,88935262,The Review of Economic Studies,2016-06-24,2250585918,57502794.0,2,Roc Armenter,Federal Reserve Bank of Philadelphia.,16345,roc armenter,Roc Armenter,57502794.0,83,47,2016-06-24,male,0.95
72,2145759776,intertemporal distortions in the second best,2012,2012-10-01,2012-02-22,88935262,The Review of Economic Studies,2016-06-24,2667366509,43638361.0,1,Stefania Albanesi,"Federal Reserve Bank of New York, NBER and CEPR",15492,stefania albanesi,Stefania Albanesi,170201317.0,100,49,2017-06-30,female,1.0
73,2766991205,shadow banking and the four pillars of traditional financial intermediation,2021,2021-11-15,2020-10-13,88935262,The Review of Economic Studies,2017-11-10,695037722,,2,Jean Tirole,TSE and IAST,11727,jean tirole,Jean Tirole,17866349.0,548,396,2016-06-24,female,0.72
73,2766991205,shadow banking and the four pillars of traditional financial intermediation,2021,2021-11-15,2020-10-13,88935262,The Review of Economic Studies,2017-11-10,1967465536,136199984.0,1,Emmanuel Farhi,#N#Harvard University and NBER#N#,14209,emmanuel farhi,Emmanuel Farhi,136199984.0,213,109,2016-06-24,male,1.0
74,2883711290,two step estimation and inference with possibly many included covariates,2019,2019-05-01,2018-11-09,88935262,The Review of Economic Studies,2018-08-03,2155018376,95457486.0,2,Michael Jansson,UC Berkeley and CREATES,15826,michael jansson,Michael Jansson,95457486.0,103,51,2016-06-24,male,1.0
74,2883711290,two step estimation and inference with possibly many included covariates,2019,2019-05-01,2018-11-09,88935262,The Review of Economic Studies,2018-08-03,2235865026,27837315.0,1,Matias D Cattaneo,†University of Michigan,15172,matias d cattaneo,Matias D. Cattaneo,20089843.0,130,65,2016-06-24,male,1.0
74,2883711290,two step estimation and inference with possibly many included covariates,2019,2019-05-01,2018-11-09,88935262,The Review of Economic Studies,2018-08-03,2774219151,27837315.0,3,Xinwei Ma,†University of Michigan,17592,xinwei ma,Xinwei Ma,36258959.0,18,9,2017-12-22,male,0.7
75,3195105953,priority design in centralized matching markets,2021,2021-09-10,2021-09-10,88935262,The Review of Economic Studies,2021-08-30,3018676360,63966007.0,2,Joel P Flynn,"MIT Department of Economics, ",19602,joel p flynn,Joel P. Flynn,63966007.0,5,4,2020-05-01,male,1.0
75,3195105953,priority design in centralized matching markets,2021,2021-09-10,2021-09-10,88935262,The Review of Economic Studies,2021-08-30,3027271649,63966007.0,1,Oğuzhan Çelebi,"MIT Department of Economics, ",19840,oguzhan celebi,Oguzhan Celebi,63966007.0,4,3,2020-05-29,male,1.0
76,2031240809,a note on imperfect information and optimal pollution control,1982,1982-07-01,,88935262,The Review of Economic Studies,2016-06-24,88491379,909854389.0,1,Rafael Repullo,London  School of Economics,14590,rafael repullo,Rafael Repullo,30588936.0,127,75,2016-06-24,male,1.0
77,2327373470,embodied technology and the aggregation of fixed and movable capital goods,1968,1968-10-01,,88935262,The Review of Economic Studies,2016-06-24,2140674952,63966007.0,1,F. M. Fisher,Massachusetts Institute Of Technology#TAB#,13480,franklin m fisher,Franklin M. Fisher,63966007.0,226,209,2016-06-24,None,0.0
78,1993431807,south african native taxation,1936,1936-06-01,,88935262,The Review of Economic Studies,2016-06-24,2315600106,,1,Daphne Trevor,,21172,daphne trevor,Daphne Trevor,,1,1,2016-06-24,female,1.0
79,3170639077,comment on gourieroux monfort renne 2019 identification and estimation in non fundamental structural varma models,2020,2020-10-06,,88935262,The Review of Economic Studies,2021-06-22,3170597986,,1,Bernd Funovits,Economics,21226,bernd funovits,Bernd Funovits,,1,1,2021-06-22,male,1.0
80,2007311657,the doctrine of liquidity,1936,1936-02-01,,88935262,The Review of Economic Studies,2016-06-24,2708692488,,1,A. M. Neuman,London and Warsaw,21116,a m neuman,A. M. Neuman,,1,1,2017-06-30,None,0.0
81,2565028248,characterizing the strategic impact of misspecified beliefs,2016,2016-12-24,2017-04-07,88935262,The Review of Economic Studies,2017-01-06,32590788,71209653.0,2,Alfredo Di Tillio,Department of Economics and IGIER Bocconi University,17444,alfredo di tillio,Alfredo Di Tillio,71209653.0,32,16,2016-06-24,male,1.0
81,2565028248,characterizing the strategic impact of misspecified beliefs,2016,2016-12-24,2017-04-07,88935262,The Review of Economic Studies,2017-01-06,1784397480,142094635.0,3,Eduardo Faingold,"Department of Economics and Cowles Foundation, Yale University",17817,eduardo faingold,Eduardo Faingold,32971472.0,21,14,2016-06-24,male,1.0
81,2565028248,characterizing the strategic impact of misspecified beliefs,2016,2016-12-24,2017-04-07,88935262,The Review of Economic Studies,2017-01-06,2140766012,165932596.0,1,Yi Chun Chen,"Natl Univ Singapore, National University of Singapore, Dept Econ",17254,yichun chen,Yi-Chun Chen,165932596.0,38,32,2016-06-24,male,0.54
81,2565028248,characterizing the strategic impact of misspecified beliefs,2016,2016-12-24,2017-04-07,88935262,The Review of Economic Studies,2017-01-06,2155088746,36234482.0,4,Siyang Xiong,Department of Economics University of Bristol,17886,siyang xiong,Siyang Xiong,74775410.0,20,14,2016-06-24,male,0.67
82,2034703352,gradualism in trade agreements with asymmetric countries,2002,2002-04-01,,88935262,The Review of Economic Studies,2016-06-24,2309724804,130769515.0,1,Eric W. Bond,Pennsylvania State University,15045,eric w bond,Eric W. Bond,200719446.0,151,119,2016-06-24,male,1.0
82,2034703352,gradualism in trade agreements with asymmetric countries,2002,2002-04-01,,88935262,The Review of Economic Studies,2016-06-24,2656880621,185443292.0,2,Jee–Hyeong Park,Wayne State University,17205,jeehyeong park,Jee-Hyeong Park,139264467.0,22,15,2017-06-30,None,0.0
83,2016519202,asset management with trading uncertainty,1975,1975-07-01,,88935262,The Review of Economic Studies,2016-06-24,539934106,149899117.0,1,Martin Hellwig,"Max Planck Institute for Research on Collective Goods, Max Planck Society",13580,martin hellwig,Martin Hellwig,149899117.0,460,352,2016-06-24,male,1.0
83,2016519202,asset management with trading uncertainty,1975,1975-07-01,,88935262,The Review of Economic Studies,2016-06-24,3170221966,97018004.0,2,Duncan K. Foley,Stanford University (),18285,duncan k foley,Duncan K. Foley,97018004.0,2,2,2021-06-22,male,1.0
84,2057548426,optimal depletion of an exhaustible resource with research and development towards an alternative technology,1978,1978-06-01,,88935262,The Review of Economic Studies,2016-06-24,2138628914,82284825.0,1,R. Davison,(Cranfield Institute of Technology),19365,r davison,R. Davison,82284825.0,1,1,2016-06-24,female,1.0
85,2030596253,two stage and related estimators and their applications,1986,1986-08-01,,88935262,The Review of Economic Studies,2016-06-24,2256793010,118347636.0,1,Adrian Pagan,AUSTRALIAN NATIONAL UNIVERSITY,12884,adrian pagan,Adrian Pagan,129604602.0,264,211,2016-06-24,male,0.99
86,2102876955,mediation and peace,2015,2015-10-01,2015-05-15,88935262,The Review of Economic Studies,2016-06-24,2132742444,32971472.0,1,Johannes Hörner,Yale University - Department of Economics,15889,johannes horner,Johannes Hörner,32971472.0,108,61,2016-06-24,male,1.0
86,2102876955,mediation and peace,2015,2015-10-01,2015-05-15,88935262,The Review of Economic Studies,2016-06-24,2334098285,39555362.0,3,Francesco Squintani,"§University of Warwick, Department of Economics.",15850,francesco squintani,Francesco Squintani,39555362.0,71,55,2016-06-24,male,1.0
86,2102876955,mediation and peace,2015,2015-10-01,2015-05-15,88935262,The Review of Economic Studies,2016-06-24,2460688526,71209653.0,2,Massimo Morelli,"Bocconi University, IGIER and NBER",15334,massimo morelli,Massimo Morelli,71209653.0,181,119,2016-07-22,male,1.0
87,2737459242,house price beliefs and mortgage leverage choice,2019,2019-11-01,2018-11-21,88935262,The Review of Economic Studies,2017-07-31,1907787367,57206974.0,4,Johannes Stroebel,"New York University, Stern School of Business, NBER, and CEPR",15354,johannes stroebel,Johannes Stroebel,57206974.0,109,56,2016-06-24,male,1.0
87,2737459242,house price beliefs and mortgage leverage choice,2019,2019-11-01,2018-11-21,88935262,The Review of Economic Studies,2017-07-31,2009124291,57206974.0,3,Theresa Kuchler,New York University – Stern School of Business,16523,theresa kuchler,Theresa Kuchler,57206974.0,60,32,2016-06-24,female,1.0
87,2737459242,house price beliefs and mortgage leverage choice,2019,2019-11-01,2018-11-21,88935262,The Review of Economic Studies,2017-07-31,2104742959,2252078561.0,1,Michael Bailey,Facebook,15655,michael bailey,Michael Bailey,2252078561.0,96,74,2016-06-24,male,1.0
87,2737459242,house price beliefs and mortgage leverage choice,2019,2019-11-01,2018-11-21,88935262,The Review of Economic Studies,2017-07-31,2801462323,57206974.0,2,Eduardo Dávila,"New York University, Stern School of Business and NBER",17016,eduardo davila,Eduardo Dávila,32971472.0,39,18,2018-05-17,male,1.0
88,3124429440,estimating demand for local telephone service with asymmetric information and optional calling plans,2002,2002-10-01,2002-10-01,88935262,The Review of Economic Studies,2021-02-01,2148519383,79576946.0,1,Eugenio Javier Miravete,University of Pennsylvania and CEPR,15642,eugenio j miravete,Eugenio J. Miravete,86519309.0,82,56,2016-06-24,male,1.0
